stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,q2_accuracy,q2_score_pct,q2_avg_time_sec,q2_easy_accuracy,q2_medium_accuracy,q2_hard_accuracy,q2_slow_wrong_ratio,q2_fast_wrong_ratio,q2_num_topics_below_50pct,q2_weakest_topic_score,q2_topic_Arrays_2D,q2_topic_Classes_and_Objects,q2_topic_Complexity_Analysis,q2_topic_Debugging_Advanced,q2_topic_Exception_Handling,q2_topic_File_Handling,q2_topic_Functions,q2_topic_Inheritance,q2_topic_Loops,q2_topic_OOP_Basics,q2_topic_Pointers_and_References,q2_topic_Recursion,q2_topic_Searching_Algorithms,q2_topic_Sorting_Algorithms,q2_topic_Strings_Advanced,q3_accuracy,q3_score_pct,q3_avg_time_sec,q3_easy_accuracy,q3_medium_accuracy,q3_hard_accuracy,q3_slow_wrong_ratio,q3_fast_wrong_ratio,q3_num_topics_below_50pct,q3_weakest_topic_score,q3_topic_Abstract_Classes,q3_topic_Algorithm_Patterns,q3_topic_Code_Optimisation,q3_topic_Debugging_Complex,q3_topic_Design_Patterns,q3_topic_Dynamic_Programming,q3_topic_Graphs_Basics,q3_topic_Interfaces,q3_topic_Linked_Lists,q3_topic_OOP_Advanced,q3_topic_Polymorphism,q3_topic_Problem_Decomposition,q3_topic_Stack_and_Queue,q3_topic_Testing_Basics,q3_topic_Trees_Basics,trend_q1_q2,trend_q2_q3,trend_q1_q3,final_mark,final_grade,passed,risk_label
STU1409,0.6,60.0,43.3,0.6,0.6667,0.5,0.2333,0.0,3,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,0.0,0.6667,0.5,1.0,0.3333,1.0,0.4667,46.67,77.43,0.6,0.3636,0.5,0.2667,0.0,5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.3333,0.3333,0.0,0.6333,63.33,76.0,0.6,0.6364,0.6429,0.1667,0.0,3,0.0,1.0,1.0,0.5,0.0,0.5,0.6667,1.0,1.0,0.6667,1.0,0.5,1.0,0.5,0.0,0.3333,-13.329999999999998,16.659999999999997,3.3299999999999983,43,D+,0,High
STU1410,0.6,60.0,45.63,0.8,0.5833,0.375,0.3,0.0,3,0.0,1.0,0.6667,0.0,0.5,0.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,0.3333,1.0,0.5333,53.33,77.17,0.4,0.7273,0.4286,0.2667,0.0,4,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.3333,0.0,0.5667,56.67,75.57,0.8,0.6364,0.4286,0.3333,0.0,5,0.0,1.0,0.0,1.0,1.0,0.0,0.3333,1.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,0.3333,-6.670000000000002,3.3400000000000034,-3.3299999999999983,57,C+,1,Medium
STU1411,0.4,40.0,57.43,0.4,0.5,0.25,0.3667,0.0,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6667,0.0,0.0,0.0,1.0,0.3333,1.0,0.4667,46.67,75.53,0.4,0.3636,0.5714,0.2333,0.0,5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.6667,0.5,0.4333,43.33,79.0,0.4,0.3636,0.5,0.2667,0.0,4,0.0,1.0,0.0,0.5,0.5,0.5,0.6667,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,6.670000000000002,-3.3400000000000034,3.3299999999999983,41,D+,0,High
STU1412,0.4667,46.67,51.53,0.8,0.4167,0.125,0.4,0.0,7,0.0,0.0,0.3333,0.0,1.0,0.5,0.0,1.0,0.0,0.6667,1.0,0.3333,0.0,0.5,1.0,0.5,0.5,50.0,80.8,0.4,0.5455,0.5,0.3333,0.0,4,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.3333,0.6667,0.5,0.5333,53.33,73.87,0.4,0.6364,0.5,0.2,0.0,3,0.0,0.0,0.5,0.5,0.5,0.5,0.6667,0.5,1.0,0.6667,0.0,1.0,0.5,0.5,0.0,0.6667,3.3299999999999983,3.3299999999999983,6.659999999999997,53,C,1,Medium
STU1413,0.6333,63.33,42.3,0.9,0.4167,0.625,0.3333,0.0,3,0.0,1.0,0.6667,1.0,0.5,0.5,1.0,1.0,0.0,0.6667,1.0,1.0,0.0,0.5,0.3333,0.5,0.4667,46.67,73.5,0.6,0.3636,0.5,0.2667,0.0,5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.6667,0.3333,0.5,0.7,70.0,77.17,0.8,0.5455,0.7857,0.1667,0.0,3,0.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.0,0.3333,1.0,1.0,0.5,0.5,1.0,0.3333,-16.659999999999997,23.33,6.670000000000002,72,B+,1,Low
STU1414,0.4667,46.67,45.7,0.6,0.5833,0.125,0.4,0.0,5,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,0.0,1.0,0.6667,1.0,0.3333,0.0,0.5,0.0,0.5,0.5333,53.33,68.07,0.8,0.5455,0.4286,0.2667,0.0,5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.3333,0.3333,0.5,0.5333,53.33,77.17,0.8,0.3636,0.5714,0.2667,0.0,6,0.0,0.0,0.0,1.0,1.0,0.5,0.3333,0.5,1.0,0.3333,1.0,0.5,0.5,1.0,0.0,0.3333,6.659999999999997,0.0,6.659999999999997,59,C+,1,Medium
STU1415,0.9333,93.33,34.8,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8667,86.67,71.53,0.8,0.9091,0.8571,0.0333,0.0,2,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7667,76.67,64.27,0.8,0.6364,0.8571,0.0333,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6667,-6.659999999999997,-10.0,-16.659999999999997,78,A-,1,Low
STU1416,0.6667,66.67,44.83,0.7,0.9167,0.25,0.2333,0.0,1,0.3333,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,0.5,0.6667,66.67,71.8,0.4,0.6364,0.7857,0.1667,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.6667,1.0,0.6667,66.67,82.43,0.6,0.6364,0.7143,0.2,0.0,3,0.0,1.0,0.5,1.0,0.5,1.0,0.6667,1.0,0.0,0.6667,1.0,0.5,1.0,0.5,0.0,0.3333,0.0,0.0,0.0,69,B,1,Low
STU1417,0.8,80.0,42.8,1.0,0.75,0.625,0.1667,0.0,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.8333,83.33,70.73,0.8,0.8182,0.8571,0.0667,0.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.6667,1.0,1.0,0.7667,76.67,78.5,0.8,0.8182,0.7143,0.1333,0.0,2,0.0,1.0,0.5,0.0,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.3299999999999983,-6.659999999999997,-3.3299999999999983,80,A,1,Low
STU1418,0.8,80.0,43.7,1.0,0.75,0.625,0.2,0.0,0,0.5,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.5667,56.67,84.0,0.6,0.5455,0.5714,0.2333,0.0,3,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.3333,0.0,0.5,0.8333,83.33,68.73,0.8,0.8182,0.8571,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,-23.33,26.659999999999997,3.3299999999999983,72,B+,1,Low
STU1419,0.3,30.0,57.27,0.3,0.3333,0.25,0.3667,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1.0,0.0,0.3667,36.67,79.6,0.4,0.4545,0.2857,0.3333,0.0,7,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.6667,0.6667,0.5,0.2667,26.67,73.83,0.0,0.0909,0.5,0.2667,0.0,12,0.0,0.0,0.0,0.5,1.0,1.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,6.670000000000002,-10.0,-3.3299999999999983,40,D+,0,High
STU1420,0.4,40.0,57.03,0.9,0.25,0.0,0.5,0.0,7,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,1.0,0.3333,1.0,0.6667,0.0,0.0,0.3333,0.5,0.3667,36.67,75.03,0.4,0.4545,0.2857,0.3333,0.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.3333,1.0,0.5,0.5333,53.33,71.1,0.4,0.8182,0.3571,0.3,0.0,4,0.0,1.0,0.5,0.5,0.5,0.0,0.6667,1.0,1.0,0.6667,0.0,0.0,1.0,0.0,1.0,0.6667,-3.3299999999999983,16.659999999999997,13.329999999999998,45,C-,0,High
STU1421,0.7,70.0,44.03,0.7,0.75,0.625,0.1667,0.0,3,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.3333,0.0,0.6333,63.33,74.53,0.8,0.5455,0.6429,0.2,0.0,4,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333,0.3333,0.0,0.6333,63.33,80.63,1.0,0.4545,0.6429,0.2,0.0,4,0.0,1.0,0.5,0.5,1.0,1.0,0.3333,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.3333,-6.670000000000002,0.0,-6.670000000000002,62,B-,1,Medium
STU1422,0.4333,43.33,55.6,0.6,0.4167,0.25,0.4,0.0,8,0.0,1.0,0.3333,0.0,0.5,0.5,0.0,0.0,0.0,0.3333,1.0,1.0,0.0,1.0,0.3333,0.5,0.3,30.0,76.4,0.0,0.3636,0.3571,0.3667,0.0,8,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3333,0.5,0.3667,36.67,75.97,0.2,0.5455,0.2857,0.2333,0.0,8,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.3333,0.5,0.0,0.5,0.0,0.0,0.0,-13.329999999999998,6.670000000000002,-6.659999999999997,46,C-,0,High
STU1423,0.6333,63.33,43.97,0.9,0.6667,0.25,0.3,0.0,3,0.0,0.0,0.3333,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.3333,0.5,0.6333,63.33,65.53,0.6,0.5455,0.7143,0.2,0.0,1,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.6667,0.6667,0.5,0.7,70.0,70.77,0.6,0.7273,0.7143,0.1667,0.0,1,0.0,1.0,1.0,1.0,0.5,1.0,0.6667,0.5,1.0,0.6667,0.5,0.5,1.0,0.5,0.0,0.6667,0.0,6.670000000000002,6.670000000000002,65,B,1,Low
STU1424,0.6333,63.33,46.87,0.7,0.5833,0.625,0.2667,0.0,2,0.0,0.0,0.3333,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,0.5,0.7,70.0,78.7,0.8,0.7273,0.6429,0.1667,0.0,2,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.7,70.0,72.17,1.0,0.7273,0.5714,0.1667,0.0,1,0.0,1.0,0.0,1.0,0.5,0.5,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6667,6.670000000000002,0.0,6.670000000000002,82,A,1,Low
STU1425,0.2667,26.67,60.33,0.3,0.25,0.25,0.3667,0.0,11,0.0,0.0,0.3333,0.0,1.0,0.0,0.5,0.0,0.0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.5,0.3333,33.33,79.13,0.2,0.4545,0.2857,0.3667,0.0,7,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.3333,0.0,0.0,0.2667,26.67,78.37,0.4,0.3636,0.1429,0.5,0.0,9,0.0,1.0,0.0,0.5,0.0,0.0,0.6667,0.0,1.0,0.6667,0.0,0.0,0.5,0.0,0.0,0.0,6.659999999999997,-6.659999999999997,0.0,32,E,0,High
STU1426,0.9667,96.67,38.03,1.0,1.0,0.875,0.0333,0.0,0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6333,63.33,78.5,0.6,0.5455,0.7143,0.1667,0.0,4,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8333,83.33,69.83,0.8,0.8182,0.8571,0.1,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,0.0,0.6667,1.0,1.0,1.0,1.0,0.0,1.0,-33.34,20.0,-13.340000000000003,78,A-,1,Low
STU1427,0.4667,46.67,43.57,0.6,0.5,0.25,0.3,0.0,8,0.0,0.0,0.6667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6667,0.5,1.0,0.3333,1.0,0.4667,46.67,70.57,0.6,0.4545,0.4286,0.2667,0.0,7,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.3333,0.0,0.5667,56.67,75.27,0.8,0.6364,0.4286,0.2333,0.0,4,0.0,0.0,1.0,0.5,0.0,0.5,0.6667,0.5,1.0,0.6667,1.0,1.0,0.5,0.5,0.0,0.3333,0.0,10.0,10.0,49,C-,0,High
STU1428,0.8333,83.33,43.73,1.0,1.0,0.375,0.1667,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,1.0,0.7667,76.67,74.83,0.8,0.8182,0.7143,0.1667,0.0,1,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.6667,1.0,1.0,0.7667,76.67,74.7,0.2,1.0,0.7857,0.0667,0.0,3,0.0,0.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,-6.659999999999997,0.0,-6.659999999999997,84,A,1,Low
STU1429,0.7667,76.67,41.9,0.8,0.8333,0.625,0.1667,0.0,1,0.0,1.0,0.6667,1.0,0.5,0.5,0.5,1.0,1.0,0.6667,0.0,1.0,0.5,1.0,1.0,1.0,0.6333,63.33,71.63,0.8,0.5455,0.6429,0.2333,0.0,2,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.6667,1.0,1.0,0.6,60.0,70.73,0.6,0.6364,0.5714,0.2,0.0,2,0.0,1.0,1.0,0.5,0.5,0.5,0.3333,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.6667,-13.340000000000003,-3.3299999999999983,-16.67,69,B,1,Low
STU1430,0.5,50.0,42.83,0.9,0.3333,0.25,0.3333,0.0,5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.0,0.5,1.0,1.0,0.5333,53.33,69.63,0.6,0.4545,0.5714,0.2,0.0,4,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.6667,0.6667,0.0,0.3667,36.67,82.4,0.2,0.4545,0.3571,0.3333,0.0,7,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.3333,3.3299999999999983,-16.659999999999997,-13.329999999999998,44,D+,0,High
STU1431,0.7,70.0,45.47,0.9,0.6667,0.5,0.2333,0.0,2,0.0,1.0,0.6667,0.5,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,0.6667,0.0,1.0,1.0,0.5,0.8,80.0,65.1,0.8,0.8182,0.7857,0.1,0.0,1,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.7,70.0,68.63,0.8,0.6364,0.7143,0.1333,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,10.0,-10.0,0.0,76,A-,1,Low
STU1432,0.7,70.0,45.13,1.0,0.5833,0.5,0.2333,0.0,4,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,1.0,0.0,0.5,1.0,1.0,0.6333,63.33,74.6,0.4,0.6364,0.7143,0.2333,0.0,2,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.3333,0.5,0.4333,43.33,67.8,0.4,0.4545,0.4286,0.2333,0.0,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.6667,-6.670000000000002,-20.0,-26.67,69,B,1,Low
STU1433,0.8,80.0,44.07,0.8,0.8333,0.75,0.1,0.0,1,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,0.9333,93.33,68.7,0.8,1.0,0.9286,0.0333,0.0,0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8667,86.67,66.57,1.0,0.7273,0.9286,0.1,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,13.329999999999998,-6.659999999999997,6.670000000000002,91,A+,1,Low
STU1434,0.6,60.0,41.67,0.8,0.4167,0.625,0.3,0.0,3,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.6667,1.0,0.6667,0.5,0.0,0.6667,0.5,0.7,70.0,75.9,0.4,0.8182,0.7143,0.1333,0.0,1,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.6667,1.0,0.5,0.6333,63.33,76.33,0.8,0.7273,0.5,0.2333,0.0,2,0.0,1.0,0.0,0.5,0.5,0.5,0.6667,1.0,1.0,0.6667,1.0,0.5,0.5,0.0,1.0,1.0,10.0,-6.670000000000002,3.3299999999999983,59,C+,1,Medium
STU1435,0.2,20.0,67.7,0.2,0.1667,0.25,0.4,0.0,11,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6667,0.0,0.0,0.3333,0.0,0.2333,23.33,74.43,0.0,0.1818,0.3571,0.3333,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.6667,0.5,0.4667,46.67,74.4,0.8,0.5455,0.2857,0.3333,0.0,5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.3333,0.5,0.5,0.0,1.0,1.0,0.0,3.3299999999999983,23.340000000000003,26.67,29,E,0,High
STU1436,0.7667,76.67,43.4,0.9,0.75,0.625,0.2,0.0,1,0.0,0.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,0.5,0.6333,63.33,69.53,1.0,0.6364,0.5,0.1667,0.0,4,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.3333,0.3333,1.0,0.6333,63.33,82.7,0.6,0.7273,0.5714,0.3,0.0,4,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-13.340000000000003,0.0,-13.340000000000003,62,B-,1,Medium
STU1437,0.5667,56.67,49.13,0.6,0.75,0.25,0.2667,0.0,5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.6667,1.0,0.5,50.0,75.23,0.6,0.6364,0.3571,0.2667,0.0,5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.6667,0.3333,0.0,0.5667,56.67,71.67,0.8,0.4545,0.5714,0.2333,0.0,3,0.0,1.0,1.0,1.0,0.5,0.5,0.3333,0.5,1.0,0.3333,1.0,0.5,0.5,0.5,1.0,0.0,-6.670000000000002,6.670000000000002,0.0,57,C+,1,Medium
STU1438,0.6333,63.33,39.63,0.7,0.6667,0.5,0.2333,0.0,6,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.3333,1.0,0.3333,0.5,1.0,1.0,1.0,0.6333,63.33,73.33,0.6,0.5455,0.7143,0.2,0.0,4,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.3333,0.3333,1.0,0.6667,66.67,75.3,1.0,0.8182,0.4286,0.2667,0.0,4,0.0,1.0,0.5,1.0,0.5,0.0,0.3333,1.0,1.0,0.3333,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.3400000000000034,3.3400000000000034,72,B+,1,Low
STU1439,0.4667,46.67,51.37,0.5,0.4167,0.5,0.3667,0.0,6,0.0,0.0,0.6667,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.6667,0.5,0.0,0.6667,1.0,0.4,40.0,77.37,0.6,0.6364,0.1429,0.2667,0.0,6,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.3333,0.3333,0.0,0.6,60.0,67.2,0.4,0.5455,0.7143,0.1667,0.0,5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.0,0.3333,-6.670000000000002,20.0,13.329999999999998,58,C+,1,Medium
STU1440,0.9,90.0,40.97,1.0,0.8333,0.875,0.1,0.0,1,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.3333,1.0,0.8,80.0,68.1,1.0,0.5455,0.9286,0.0667,0.0,2,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.3333,0.6667,1.0,0.9,90.0,67.87,1.0,1.0,0.7857,0.0333,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-10.0,10.0,0.0,86,A+,1,Low
STU1441,0.4,40.0,59.6,0.7,0.3333,0.125,0.4,0.0,7,0.0,0.0,0.3333,0.0,0.0,0.5,0.5,0.0,0.0,0.6667,1.0,0.6667,0.5,0.5,0.6667,0.0,0.3333,33.33,88.0,0.2,0.1818,0.5,0.3,0.0,8,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.3333,0.0,0.2667,26.67,79.93,0.2,0.2727,0.2857,0.3667,0.0,9,0.0,1.0,0.5,0.5,0.0,0.0,0.6667,0.0,0.0,0.6667,0.0,0.5,0.0,0.0,0.0,0.0,-6.670000000000002,-6.659999999999997,-13.329999999999998,42,D+,0,High
STU1442,0.4333,43.33,53.13,0.6,0.5,0.125,0.3667,0.0333,7,0.0,1.0,0.3333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6667,0.0,0.5,0.3333,0.5,0.5,50.0,70.6,0.6,0.5455,0.4286,0.2333,0.0,5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.3333,0.3333,0.5,0.5667,56.67,74.93,1.0,0.5455,0.4286,0.2,0.0,6,0.0,1.0,0.0,0.0,0.0,0.5,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333,6.670000000000002,6.670000000000002,13.340000000000003,56,C+,1,Medium
STU1443,0.8333,83.33,41.1,1.0,0.8333,0.625,0.1667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,0.8,80.0,75.8,1.0,0.6364,0.8571,0.0667,0.0,2,0.3333,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.3333,1.0,0.7333,73.33,70.1,0.4,0.8182,0.7857,0.1,0.0,3,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.6667,-3.3299999999999983,-6.670000000000002,-10.0,86,A+,1,Low
STU1444,0.3,30.0,66.5,0.4,0.25,0.25,0.4333,0.0,9,0.0,0.0,0.6667,0.0,0.5,0.0,0.5,0.0,0.0,0.6667,0.0,0.0,0.5,1.0,0.0,0.0,0.4667,46.67,71.6,0.8,0.5455,0.2857,0.3333,0.0,5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.3333,1.0,1.0,0.4,40.0,74.37,0.2,0.3636,0.5,0.2333,0.0,7,0.0,0.0,0.5,0.0,0.0,1.0,0.6667,0.0,0.0,0.3333,0.5,0.5,0.5,0.5,0.0,0.6667,16.67,-6.670000000000002,10.0,46,C-,0,High
STU1445,0.8333,83.33,40.27,1.0,0.6667,0.875,0.1667,0.0,1,0.3333,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.5,0.3333,1.0,0.7333,73.33,66.57,0.6,0.9091,0.6429,0.0667,0.0,3,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9333,93.33,74.43,0.8,0.9091,1.0,0.0,0.0,1,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.0,20.0,10.0,81,A,1,Low
