stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,final_mark,final_grade,passed,risk_label
STU1199,0.3333,33.33,57.47,0.4,0.4167,0.125,0.4333,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.3333,0.0,0.0,0.0,1.0,36,D,0,High
STU1200,0.2,20.0,81.4,0.5,0.0833,0.0,0.4667,0.0,11,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6667,0.0,0.3333,0.0,0.5,0.0,0.0,28,E,0,High
STU1201,0.1,10.0,66.17,0.1,0.1667,0.0,0.3333,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,26,E,0,High
STU1202,0.4667,46.67,48.6,0.5,0.4167,0.5,0.2667,0.0,7,0.0,0.0,0.6667,1.0,0.0,0.5,0.5,1.0,0.0,0.3333,0.0,0.3333,0.5,0.0,1.0,0.5,50,C,1,Medium
STU1203,0.4667,46.67,56.63,0.6,0.5,0.25,0.3333,0.0,8,0.0,0.0,0.6667,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.3333,1.0,44,D+,0,High
STU1204,0.4667,46.67,51.43,0.7,0.5,0.125,0.4,0.0,7,0.0,0.0,0.3333,0.0,1.0,0.5,0.5,1.0,0.0,0.6667,0.0,0.0,1.0,0.0,0.6667,1.0,53,C,1,Medium
STU1205,0.4667,46.67,44.27,0.3,0.6667,0.375,0.3,0.0,7,0.0,1.0,0.3333,0.0,0.5,0.5,1.0,0.0,0.0,0.3333,1.0,0.3333,0.5,1.0,0.6667,0.0,57,C+,1,Medium
STU1206,0.3333,33.33,75.53,0.8,0.1667,0.0,0.4333,0.0,10,0.0,0.0,0.3333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3333,0.0,0.0,0.3333,0.5,40,D+,0,High
STU1207,0.8333,83.33,39.53,1.0,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,70,B+,1,Low
STU1208,0.4667,46.67,48.47,0.7,0.3333,0.375,0.3333,0.0,6,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,1.0,0.6667,1.0,0.3333,1.0,0.5,0.3333,0.0,44,D+,0,High
STU1209,0.2333,23.33,66.27,0.4,0.25,0.0,0.5,0.0,10,0.0,0.0,0.6667,0.5,0.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,26,E,0,High
STU1210,0.6667,66.67,43.33,1.0,0.5833,0.375,0.3,0.0,1,0.3333,1.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,0.5,1.0,1.0,78,A-,1,Low
STU1211,0.3667,36.67,54.87,0.5,0.4167,0.125,0.4,0.0,10,0.0,0.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,1.0,0.0,1.0,55,C+,1,Medium
STU1212,0.9,90.0,37.23,1.0,0.8333,0.875,0.1,0.0,1,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,81,A,1,Low
STU1213,0.6333,63.33,43.23,0.9,0.5833,0.375,0.3,0.0,4,0.0,0.0,0.6667,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.3333,0.5,1.0,0.3333,0.5,62,B-,1,Medium
STU1214,0.3,30.0,60.9,0.2,0.4167,0.25,0.3667,0.0,9,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333,0.0,0.6667,0.5,0.5,0.0,1.0,37,D,0,High
STU1215,0.6667,66.67,42.97,0.7,0.9167,0.25,0.2333,0.0,2,0.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.5,1.0,1.0,1.0,72,B+,1,Low
STU1216,0.5,50.0,45.23,0.7,0.5,0.25,0.3333,0.0,7,0.0,0.0,0.3333,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.6667,1.0,1.0,0.3333,1.0,56,C+,1,Medium
STU1217,0.7667,76.67,39.7,0.9,0.75,0.625,0.1667,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,0.5,0.6667,0.5,67,B,1,Low
STU1218,0.5667,56.67,44.63,0.9,0.5,0.25,0.3667,0.0,5,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.3333,0.5,1.0,0.6667,1.0,59,C+,1,Medium
STU1219,0.8333,83.33,42.63,0.9,0.8333,0.75,0.1,0.0,1,0.3333,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,80,A,1,Low
STU1220,0.2333,23.33,61.57,0.2,0.3333,0.125,0.4,0.0,10,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.5,0.6667,0.0,41,D+,0,High
STU1221,0.7333,73.33,42.2,0.9,0.75,0.5,0.2333,0.0,1,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,0.5,62,B-,1,Medium
STU1222,0.4667,46.67,45.0,0.6,0.5,0.25,0.3667,0.0,6,0.0,0.0,0.6667,0.5,0.0,0.5,0.5,1.0,0.0,0.6667,0.0,0.3333,0.0,1.0,0.6667,0.5,41,D+,0,High
STU1223,0.5333,53.33,45.7,0.7,0.5833,0.25,0.3,0.0333,5,0.0,0.0,0.3333,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6667,0.5,63,B-,1,Medium
STU1224,0.5,50.0,47.43,0.6,0.6667,0.125,0.3,0.0,5,0.0,0.0,0.3333,0.5,1.0,0.5,0.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.0,0.0,55,C+,1,Medium
STU1225,0.1,10.0,69.53,0.2,0.0833,0.0,0.4333,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,35,D,0,High
STU1226,0.6333,63.33,41.3,0.7,0.5833,0.625,0.2333,0.0333,4,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.6667,1.0,0.3333,0.5,0.5,0.6667,1.0,54,C,1,Medium
STU1227,0.5667,56.67,45.9,0.8,0.3333,0.625,0.3667,0.0,5,0.0,0.0,0.3333,0.0,0.5,1.0,1.0,0.0,1.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,1.0,60,B-,1,Medium
STU1228,0.7,70.0,48.87,0.8,0.75,0.5,0.2333,0.0,3,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.6667,1.0,0.3333,0.5,0.0,1.0,1.0,68,B,1,Low
STU1229,0.7333,73.33,38.13,0.9,0.8333,0.375,0.2333,0.0,2,0.0,0.0,0.6667,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,78,A-,1,Low
STU1230,0.3,30.0,64.03,0.5,0.25,0.125,0.4,0.0,10,0.0,0.0,0.6667,0.0,0.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.3333,0.0,1.0,0.0,0.5,42,D+,0,High
STU1231,0.2333,23.33,68.13,0.4,0.1667,0.125,0.4333,0.0,11,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.0,0.6667,1.0,0.0,0.0,0.0,0.3333,0.0,27,E,0,High
STU1232,0.5333,53.33,48.03,0.6,0.5,0.5,0.2667,0.0,5,0.0,0.0,0.6667,0.5,0.5,0.0,0.5,1.0,0.0,0.6667,0.0,0.3333,0.5,1.0,0.6667,1.0,55,C+,1,Medium
STU1233,0.4,40.0,49.07,0.6,0.3333,0.25,0.3667,0.0,6,0.0,1.0,0.6667,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.3333,0.0,0.0,0.6667,0.5,39,D,0,High
STU1234,0.8333,83.33,41.33,1.0,0.75,0.75,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,81,A,1,Low
STU1235,0.4333,43.33,54.87,0.9,0.25,0.125,0.4333,0.0,8,0.0,0.0,0.3333,0.5,0.5,1.0,0.0,1.0,0.0,0.3333,1.0,0.3333,0.0,0.0,0.6667,1.0,46,C-,0,High
STU1236,0.0667,6.67,72.7,0.1,0.0833,0.0,0.5667,0.0,13,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,31,E,0,High
STU1237,0.7,70.0,42.63,0.8,0.6667,0.625,0.2,0.0,4,0.0,0.0,0.6667,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.3333,1.0,80,A,1,Low
STU1238,0.5,50.0,46.0,0.6,0.5833,0.25,0.3,0.0,5,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,0.0,0.6667,0.0,0.6667,0.5,1.0,0.6667,0.5,45,C-,0,High
STU1239,0.8333,83.33,42.3,0.9,0.8333,0.75,0.1,0.0,1,0.3333,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.6667,1.0,80,A,1,Low
STU1240,0.7667,76.67,43.2,0.9,0.9167,0.375,0.2,0.0,2,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,0.3333,1.0,76,A-,1,Low
STU1241,0.7,70.0,42.3,0.9,0.6667,0.5,0.2,0.0,3,0.0,0.0,0.6667,1.0,1.0,0.5,0.5,0.0,0.0,0.6667,1.0,0.6667,0.5,1.0,1.0,1.0,71,B+,1,Low
STU1242,0.3667,36.67,61.87,0.6,0.25,0.25,0.4333,0.0,10,0.0,0.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.3333,1.0,0.3333,0.0,1.0,0.6667,0.0,58,C+,1,Medium
STU1243,0.2333,23.33,64.6,0.4,0.1667,0.125,0.4,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6667,0.0,39,D,0,High
STU1244,0.2667,26.67,63.67,0.4,0.25,0.125,0.4333,0.0,11,0.0,0.0,0.3333,0.5,0.5,0.0,1.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,32,E,0,High
STU1245,0.8333,83.33,44.13,1.0,0.8333,0.625,0.1667,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.6667,0.5,79,A-,1,Low
STU1246,0.9333,93.33,38.13,1.0,1.0,0.75,0.0667,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,77,A-,1,Low
STU1247,0.6,60.0,45.5,0.6,0.5833,0.625,0.1667,0.0,5,0.0,1.0,0.3333,0.5,0.5,1.0,1.0,0.0,0.0,0.6667,1.0,0.3333,1.0,0.5,1.0,0.0,64,B-,1,Medium
STU1248,0.2667,26.67,64.33,0.2,0.4167,0.125,0.3667,0.0,10,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.3333,0.0,0.0,0.0,0.5,0.3333,0.0,17,E,0,High
STU1249,0.3,30.0,55.8,0.3,0.3333,0.25,0.3333,0.0,10,0.0,0.0,0.3333,0.0,0.0,0.5,0.0,0.0,1.0,0.3333,1.0,0.3333,1.0,0.5,0.0,0.0,38,D,0,High
STU1250,0.8667,86.67,42.3,1.0,0.8333,0.75,0.1333,0.0,1,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,79,A-,1,Low
STU1251,0.3,30.0,58.03,0.5,0.25,0.125,0.4667,0.0,9,0.0,0.0,0.3333,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.5,34,E,0,High
STU1252,0.6667,66.67,48.0,0.9,0.75,0.25,0.2333,0.0,4,0.0,1.0,0.3333,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,69,B,1,Low
STU1253,0.5333,53.33,48.8,0.9,0.4167,0.25,0.4,0.0,5,0.0,0.0,0.6667,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.3333,0.5,0.5,0.3333,1.0,35,D,0,High
STU1254,0.6,60.0,44.87,0.7,0.5833,0.5,0.3,0.0,4,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,0.3333,0.5,0.5,0.3333,0.5,69,B,1,Low
STU1255,0.6667,66.67,39.07,0.7,0.6667,0.625,0.2333,0.0,3,0.0,1.0,0.6667,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6667,1.0,65,B,1,Low
STU1256,0.5667,56.67,46.97,0.7,0.5833,0.375,0.3,0.0,6,0.0,0.0,0.3333,0.0,0.0,0.5,1.0,0.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.3333,1.0,49,C-,0,High
STU1257,0.7333,73.33,41.57,1.0,0.75,0.375,0.2333,0.0,3,0.0,0.0,0.6667,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,1.0,1.0,78,A-,1,Low
STU1258,0.7333,73.33,37.47,0.7,0.75,0.75,0.1667,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,0.3333,1.0,0.5,0.3333,0.5,73,B+,1,Low
STU1259,0.6333,63.33,43.87,0.9,0.5,0.5,0.3,0.0,3,0.0,1.0,0.3333,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,0.0,64,B-,1,Medium
STU1260,0.4333,43.33,51.67,0.4,0.5,0.375,0.3,0.0,7,0.0,1.0,0.3333,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.6667,1.0,1.0,0.3333,0.0,52,C,1,Medium
STU1261,0.6,60.0,43.7,0.9,0.4167,0.5,0.3333,0.0,4,0.0,0.0,0.6667,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.6667,1.0,63,B-,1,Medium
STU1262,0.8,80.0,39.83,0.9,1.0,0.375,0.1667,0.0,1,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.5,71,B+,1,Low
STU1263,0.5333,53.33,53.6,0.5,0.75,0.25,0.2667,0.0,5,0.0,0.0,0.6667,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,1.0,0.3333,0.5,0.0,0.0,1.0,60,B-,1,Medium
STU1264,0.5667,56.67,43.87,0.7,0.5833,0.375,0.2667,0.0,6,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333,0.5,52,C,1,Medium
STU1265,0.5333,53.33,48.97,0.9,0.3333,0.375,0.3667,0.0,6,0.0,1.0,0.3333,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.3333,0.5,1.0,1.0,1.0,68,B,1,Low
STU1266,0.6333,63.33,42.73,0.9,0.6667,0.25,0.3,0.0,4,0.0,1.0,0.3333,0.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.3333,0.0,1.0,0.6667,1.0,57,C+,1,Medium
STU1267,0.9,90.0,42.67,1.0,0.9167,0.75,0.1,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,82,A,1,Low
STU1268,0.7,70.0,42.37,0.8,0.8333,0.375,0.2,0.0,2,0.0,0.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,0.5,0.5,0.6667,1.0,75,A-,1,Low
STU1269,0.7667,76.67,46.37,1.0,0.75,0.5,0.2,0.0,1,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,74,B+,1,Low
STU1270,0.8667,86.67,37.73,1.0,0.75,0.875,0.1,0.0,0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,85,A+,1,Low
STU1271,0.4667,46.67,48.27,0.7,0.4167,0.25,0.3,0.0,6,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.3333,1.0,0.3333,0.0,1.0,0.3333,0.5,57,C+,1,Medium
STU1272,0.2667,26.67,60.77,0.5,0.1667,0.125,0.4333,0.0,11,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,1.0,0.0,0.3333,1.0,0.3333,0.5,0.0,0.0,0.0,40,D+,0,High
STU1273,0.9,90.0,37.47,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,69,B,1,Low
STU1274,0.3333,33.33,58.27,0.4,0.25,0.375,0.4,0.0,9,0.0,0.0,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.3333,0.5,41,D+,0,High
STU1275,0.4333,43.33,52.83,0.5,0.4167,0.375,0.4,0.0,6,0.0,1.0,0.3333,0.0,0.5,0.5,0.5,1.0,1.0,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.5,44,D+,0,High
STU1276,0.7333,73.33,42.4,0.7,0.9167,0.5,0.1667,0.0333,3,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,64,B-,1,Medium
STU1277,0.8,80.0,40.3,1.0,0.8333,0.5,0.1667,0.0,1,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,89,A+,1,Low
STU1278,0.7667,76.67,41.1,0.9,0.6667,0.75,0.2,0.0,1,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,0.5,1.0,1.0,74,B+,1,Low
STU1279,0.2667,26.67,64.23,0.5,0.1667,0.125,0.4333,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.3333,0.0,34,E,0,High
STU1280,0.5333,53.33,45.5,0.7,0.6667,0.125,0.3333,0.0,5,0.0,0.0,0.3333,0.0,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.5,1.0,0.3333,0.5,61,B-,1,Medium
STU1281,0.5,50.0,45.03,0.8,0.5,0.125,0.3333,0.0,5,0.0,0.0,0.6667,0.0,0.5,1.0,0.5,0.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,0.5,61,B-,1,Medium
STU1282,0.4667,46.67,52.7,0.6,0.5833,0.125,0.3333,0.0,7,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.3333,1.0,0.3333,0.0,0.0,0.6667,1.0,36,D,0,High
STU1283,0.7667,76.67,44.53,0.9,0.75,0.625,0.2,0.0,3,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,0.5,0.5,1.0,1.0,73,B+,1,Low
STU1284,0.5667,56.67,44.57,0.7,0.6667,0.25,0.2667,0.0,4,0.0,0.0,0.3333,1.0,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,1.0,0.3333,0.5,62,B-,1,Medium
STU1285,0.6667,66.67,44.23,0.8,0.8333,0.25,0.2333,0.0,2,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.3333,0.5,69,B,1,Low
STU1286,0.8333,83.33,38.97,1.0,0.9167,0.5,0.1667,0.0,1,0.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,86,A+,1,Low
STU1287,0.9,90.0,42.17,1.0,0.8333,0.875,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,79,A-,1,Low
STU1288,0.8667,86.67,39.37,1.0,0.8333,0.75,0.1333,0.0,2,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,84,A,1,Low
STU1289,0.8,80.0,39.43,1.0,0.6667,0.75,0.1667,0.0,0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,61,B-,1,Medium
STU1290,0.9333,93.33,39.27,1.0,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74,B+,1,Low
STU1291,0.6667,66.67,45.4,0.9,0.4167,0.75,0.3,0.0,4,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.3333,0.0,0.5,0.6667,1.0,75,A-,1,Low
STU1292,0.7333,73.33,44.03,0.8,0.8333,0.5,0.2,0.0,3,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,0.3333,1.0,1.0,1.0,0.5,78,A-,1,Low
STU1293,0.7333,73.33,45.03,0.9,0.8333,0.375,0.2333,0.0,2,0.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.3333,1.0,1.0,0.5,0.5,0.6667,1.0,69,B,1,Low
STU1294,0.2,20.0,62.33,0.3,0.0833,0.25,0.4333,0.0,10,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,0.0,39,D,0,High
STU1295,0.5333,53.33,60.43,0.7,0.5833,0.25,0.3,0.0,5,0.0,0.0,0.6667,0.0,0.5,1.0,0.5,0.0,0.0,0.6667,1.0,0.6667,0.5,0.5,0.3333,1.0,55,C+,1,Medium
STU1296,0.5333,53.33,53.47,0.8,0.5833,0.125,0.3667,0.0,5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.6667,1.0,0.3333,0.5,1.0,1.0,0.5,37,D,0,High
STU1297,0.4,40.0,57.5,0.6,0.25,0.375,0.4333,0.0,9,0.0,0.0,0.3333,1.0,0.0,1.0,0.5,0.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.0,42,D+,0,High
STU1298,0.3,30.0,59.3,0.8,0.0833,0.0,0.4333,0.0,9,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.3333,1.0,0.0,0.0,0.5,0.3333,1.0,43,D+,0,High
STU1299,0.9,90.0,39.33,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,75,A-,1,Low
STU1300,0.4667,46.67,49.27,0.8,0.3333,0.25,0.3667,0.0,6,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.3333,1.0,0.3333,1.0,0.0,0.6667,0.5,45,C-,0,High
STU1301,0.5667,56.67,48.6,0.7,0.5833,0.375,0.3333,0.0,4,0.0,0.0,0.6667,1.0,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,0.3333,0.0,0.5,0.6667,0.5,55,C+,1,Medium
STU1302,0.9,90.0,39.03,1.0,0.9167,0.75,0.1,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,100,A+,1,Low
STU1303,0.8667,86.67,38.3,0.8,1.0,0.75,0.0667,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,1.0,1.0,0.6667,1.0,78,A-,1,Low
STU1304,0.3,30.0,58.57,0.3,0.3333,0.25,0.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333,1.0,0.0,0.0,0.5,1.0,0.0,43,D+,0,High
STU1305,0.3667,36.67,56.07,0.6,0.3333,0.125,0.4,0.0,8,0.0,1.0,0.6667,0.0,0.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.6667,0.5,0.5,0.3333,0.0,37,D,0,High
STU1306,0.5,50.0,51.67,0.7,0.6667,0.0,0.3667,0.0,5,0.0,0.0,0.3333,0.5,1.0,0.5,0.5,1.0,0.0,0.6667,1.0,0.6667,0.5,0.0,0.3333,0.5,55,C+,1,Medium
STU1307,0.4667,46.67,45.23,0.7,0.4167,0.25,0.4333,0.0,8,0.0,0.0,0.3333,0.0,1.0,0.0,0.5,1.0,1.0,0.3333,0.0,0.6667,0.0,1.0,0.3333,1.0,34,E,0,High
STU1308,0.3333,33.33,57.83,0.7,0.1667,0.125,0.4667,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,1.0,0.0,0.3333,1.0,0.6667,0.0,0.5,0.3333,0.0,40,D+,0,High
STU1309,0.7667,76.67,36.37,1.0,0.8333,0.375,0.2333,0.0,0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,75,A-,1,Low
STU1310,0.7667,76.67,42.17,0.8,0.75,0.75,0.1667,0.0,3,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.3333,0.0,0.6667,1.0,1.0,1.0,1.0,79,A-,1,Low
STU1311,0.8667,86.67,37.83,1.0,0.75,0.875,0.1333,0.0,0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,90,A+,1,Low
STU1312,0.9667,96.67,39.8,1.0,1.0,0.875,0.0,0.0,0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,A+,1,Low
STU1313,0.9333,93.33,39.77,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,100,A+,1,Low
STU1314,0.9333,93.33,41.73,1.0,1.0,0.75,0.0333,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,A+,1,Low
